ticker,strategy,Final [EUR],Total Return [%],CAGR [%],Vol (ann.) [%],Sharpe,Sortino,Max Drawdown [%],Calmar,Worst Year [%],Best Year [%],Years,dividends,interest,short_premium_received,short_buyback_paid,short_settle_paid,commissions,spread_cost,stock_fees,ftt,n_assignments,n_short_cycles,n_leaps_rolls,n_trades,min_cash,prem,skew,spread,p_short_target_delta,sweep,p_leaps_open_min_dte,p_defend_delta,div_yield
OR.PA,CoveredCall,263558.0,164.0,6.49,20.6,0.18,0.24,-42.3,0.15,-25.5,36.5,15.4,35924.0,2908.0,232744.0,1123.0,220894.0,5500.0,10020.0,16313.0,10027.0,51,186,0,271,32.0,1.0,0.1,0.03,0.25,grid,,,
OR.PA,PMCC,217251.0,119.7,5.23,14.0,0.11,0.14,-28.3,0.18,-21.3,31.6,15.4,0.0,66504.0,341072.0,23728.0,310950.0,5999.0,38990.0,0.0,0.0,68,195,12,233,57277.0,1.0,0.1,0.03,0.35,grid,,,
OR.PA,CoveredCall,291791.0,192.3,7.2,18.9,0.22,0.27,-41.2,0.17,-25.8,32.3,15.4,40111.0,2865.0,410358.0,1264.0,396776.0,6080.0,14131.0,23500.0,13554.0,69,186,0,319,33.0,1.0,0.1,0.03,0.35,grid,,,
OR.PA,PMCC,466335.0,368.3,10.52,16.6,0.4,0.61,-25.4,0.41,-15.3,39.9,15.4,0.0,95517.0,309496.0,22910.0,143435.0,8332.0,27026.0,0.0,0.0,22,196,12,234,66043.0,1.2,0.0,0.01,0.2,grid,,,
OR.PA,CoveredCall,661585.0,562.6,13.03,22.2,0.45,0.6,-40.6,0.32,-23.3,43.6,15.4,63821.0,2900.0,405721.0,2407.0,203926.0,9102.0,15603.0,15887.0,15490.0,22,186,0,263,16.0,1.2,0.0,0.01,0.2,grid,,,
OR.PA,PMCC,502451.0,404.6,11.06,15.7,0.44,0.66,-24.2,0.46,-16.0,42.6,15.4,0.0,99590.0,424597.0,30196.0,224817.0,8757.0,28386.0,0.0,0.0,39,196,12,234,66518.0,1.2,0.0,0.01,0.25,grid,,,
OR.PA,CoveredCall,714872.0,615.9,13.6,21.4,0.48,0.63,-40.2,0.34,-23.7,46.0,15.4,67211.0,2944.0,557600.0,2642.0,305354.0,9543.0,16359.0,26718.0,24744.0,39,186,0,300,35.0,1.2,0.0,0.01,0.25,grid,,,
OR.PA,PMCC,707006.0,610.0,13.54,13.7,0.64,0.9,-18.8,0.72,-6.2,39.0,15.4,0.0,136201.0,873290.0,63555.0,563654.0,11758.0,38824.0,0.0,0.0,61,196,12,234,67934.0,1.2,0.0,0.01,0.35,grid,,,
OR.PA,CoveredCall,930128.0,831.5,15.56,19.4,0.59,0.75,-32.1,0.48,-14.7,40.8,15.4,88332.0,3193.0,1097401.0,7998.0,753305.0,12437.0,21611.0,49571.0,35793.0,64,186,0,386,25.0,1.2,0.0,0.01,0.35,grid,,,
OR.PA,PMCC,435699.0,339.1,10.06,16.8,0.37,0.57,-26.1,0.39,-16.1,39.1,15.4,0.0,90960.0,300227.0,22303.0,138457.0,8101.0,40103.0,0.0,0.0,22,196,12,234,65695.0,1.2,0.0,0.02,0.2,grid,,,
OR.PA,CoveredCall,661395.0,562.4,13.03,22.2,0.45,0.6,-40.6,0.32,-23.3,43.6,15.4,63820.0,2898.0,405543.0,2407.0,203926.0,9102.0,15781.0,15887.0,15490.0,22,186,0,263,25.0,1.2,0.0,0.02,0.2,grid,,,
OR.PA,PMCC,469559.0,373.2,10.6,15.9,0.41,0.61,-24.6,0.43,-16.0,43.1,15.4,0.0,95351.0,409690.0,29211.0,214537.0,8493.0,42436.0,0.0,0.0,39,196,12,234,66169.0,1.2,0.0,0.02,0.25,grid,,,
OR.PA,CoveredCall,714700.0,615.8,13.6,21.4,0.48,0.63,-40.2,0.34,-23.7,46.1,15.4,67206.0,2957.0,556891.0,2642.0,305354.0,9543.0,17068.0,26717.0,24743.0,39,186,0,300,27.0,1.2,0.0,0.02,0.25,grid,,,
OR.PA,PMCC,653401.0,558.6,12.99,13.7,0.61,0.85,-19.0,0.68,-6.6,39.3,15.4,0.0,129434.0,830249.0,60951.0,533599.0,11251.0,60073.0,0.0,0.0,61,196,12,234,67557.0,1.2,0.0,0.02,0.35,grid,,,
OR.PA,CoveredCall,913730.0,815.3,15.43,19.5,0.58,0.74,-32.7,0.47,-15.5,40.9,15.4,87195.0,3202.0,1079653.0,7860.0,742972.0,12292.0,25491.0,48901.0,35173.0,64,186,0,387,26.0,1.2,0.0,0.02,0.35,grid,,,
OR.PA,PMCC,415586.0,320.3,9.75,16.8,0.36,0.54,-25.8,0.38,-16.0,40.3,15.4,0.0,88098.0,291734.0,21912.0,134125.0,7924.0,53648.0,0.0,0.0,22,196,12,234,65344.0,1.2,0.0,0.03,0.2,grid,,,
OR.PA,CoveredCall,660741.0,561.7,13.03,22.2,0.45,0.6,-40.3,0.32,-23.1,43.8,15.4,63630.0,2851.0,403235.0,2407.0,203752.0,9068.0,16974.0,15869.0,15485.0,22,186,0,264,34.0,1.2,0.0,0.03,0.2,grid,,,
OR.PA,PMCC,431670.0,336.6,10.02,15.9,0.38,0.56,-25.6,0.39,-16.9,42.1,15.4,0.0,90874.0,386879.0,27836.0,202846.0,8068.0,55742.0,0.0,0.0,39,196,12,234,65805.0,1.2,0.0,0.03,0.25,grid,,,
OR.PA,CoveredCall,713933.0,615.1,13.59,21.4,0.48,0.63,-40.2,0.34,-23.7,46.1,15.4,67148.0,2972.0,553655.0,2583.0,304664.0,9532.0,19710.0,26674.0,24700.0,39,186,0,302,36.0,1.2,0.0,0.03,0.25,grid,,,
OR.PA,PMCC,591582.0,498.6,12.29,13.8,0.56,0.77,-20.1,0.61,-8.1,38.8,15.4,0.0,121043.0,778233.0,57976.0,502208.0,10644.0,81669.0,0.0,0.0,61,196,12,234,67178.0,1.2,0.0,0.03,0.35,grid,,,
OR.PA,CoveredCall,880313.0,782.1,15.15,19.5,0.57,0.72,-32.6,0.46,-15.5,40.6,15.4,84656.0,3206.0,1041711.0,5836.0,722976.0,11944.0,33229.0,47562.0,33972.0,64,186,0,380,28.0,1.2,0.0,0.03,0.35,grid,,,
OR.PA,PMCC,348912.0,250.5,8.47,16.8,0.29,0.43,-26.9,0.31,-17.5,38.0,15.4,0.0,77376.0,247637.0,20243.0,134981.0,7094.0,23099.0,0.0,0.0,30,196,12,235,63656.0,1.2,0.1,0.01,0.2,grid,,,
OR.PA,CoveredCall,513483.0,414.2,11.19,21.7,0.38,0.5,-41.9,0.27,-24.6,41.9,15.4,52861.0,2896.0,322454.0,1192.0,190181.0,7653.0,13119.0,16551.0,15660.0,30,186,0,263,24.0,1.2,0.1,0.01,0.2,grid,,,
OR.PA,PMCC,384156.0,285.9,9.14,15.9,0.33,0.49,-26.3,0.35,-16.9,36.6,15.4,0.0,83015.0,334876.0,23697.0,198370.0,7621.0,24820.0,0.0,0.0,42,196,12,235,63656.0,1.2,0.1,0.01,0.25,grid,,,
OR.PA,CoveredCall,565930.0,466.8,11.9,20.9,0.41,0.54,-40.3,0.3,-24.1,39.4,15.4,57302.0,3136.0,441458.0,782.0,272333.0,8267.0,14172.0,24143.0,20000.0,42,186,0,287,30.0,1.2,0.1,0.01,0.25,grid,,,
OR.PA,PMCC,534220.0,436.6,11.5,13.8,0.51,0.71,-20.0,0.58,-10.5,36.0,15.4,0.0,112602.0,702517.0,50170.0,485844.0,10057.0,33262.0,0.0,0.0,63,196,12,235,65187.0,1.2,0.1,0.01,0.35,grid,,,
OR.PA,CoveredCall,740668.0,641.8,13.86,19.0,0.52,0.66,-34.5,0.4,-18.5,39.0,15.4,75734.0,3316.0,905227.0,5325.0,667473.0,10852.0,18762.0,43618.0,30888.0,65,186,0,367,13.0,1.2,0.1,0.01,0.35,grid,,,
OR.PA,PMCC,324455.0,227.1,7.98,16.9,0.26,0.39,-27.7,0.29,-18.4,38.3,15.4,0.0,73665.0,238779.0,19586.0,129822.0,6850.0,34163.0,0.0,0.0,30,196,12,235,63283.0,1.2,0.1,0.02,0.2,grid,,,
OR.PA,CoveredCall,513639.0,414.4,11.2,21.7,0.38,0.5,-41.9,0.27,-24.6,41.9,15.4,52859.0,2905.0,322353.0,1192.0,190181.0,7653.0,13221.0,16550.0,15660.0,30,186,0,263,24.0,1.2,0.1,0.02,0.2,grid,,,
OR.PA,PMCC,356084.0,259.0,8.63,16.0,0.3,0.45,-26.8,0.32,-16.8,36.9,15.4,0.0,79545.0,319882.0,22629.0,186278.0,7290.0,36401.0,0.0,0.0,42,196,12,235,63283.0,1.2,0.1,0.02,0.25,grid,,,
OR.PA,CoveredCall,565951.0,466.8,11.9,20.9,0.41,0.54,-40.3,0.3,-24.2,39.5,15.4,57045.0,3043.0,438692.0,186.0,269487.0,8194.0,14390.0,23959.0,19763.0,42,186,0,287,30.0,1.2,0.1,0.02,0.25,grid,,,
OR.PA,PMCC,496540.0,400.8,11.0,13.9,0.48,0.66,-20.8,0.53,-11.5,36.6,15.4,0.0,107417.0,678816.0,48959.0,468393.0,9779.0,52127.0,0.0,0.0,63,196,12,235,64788.0,1.2,0.1,0.02,0.35,grid,,,
OR.PA,CoveredCall,731535.0,632.8,13.77,19.0,0.52,0.65,-34.7,0.4,-18.8,39.0,15.4,74826.0,3195.0,889698.0,5209.0,658106.0,10712.0,21777.0,43006.0,30402.0,65,186,0,370,24.0,1.2,0.1,0.02,0.35,grid,,,
OR.PA,PMCC,299182.0,202.8,7.44,17.1,0.23,0.35,-28.9,0.26,-18.3,38.6,15.4,0.0,70291.0,227625.0,18790.0,120665.0,6585.0,44428.0,0.0,0.0,30,196,12,235,62867.0,1.2,0.1,0.03,0.2,grid,,,
OR.PA,CoveredCall,508925.0,409.7,11.13,21.7,0.38,0.5,-41.9,0.27,-24.6,42.0,15.4,52798.0,2904.0,321140.0,1192.0,190154.0,7646.0,14125.0,16530.0,15635.0,30,186,0,262,25.0,1.2,0.1,0.03,0.2,grid,,,
OR.PA,PMCC,330742.0,234.8,8.14,16.2,0.28,0.4,-27.6,0.29,-17.8,37.1,15.4,0.0,75654.0,308390.0,22053.0,179814.0,7079.0,48723.0,0.0,0.0,42,196,12,235,62901.0,1.2,0.1,0.03,0.25,grid,,,
OR.PA,CoveredCall,559705.0,460.6,11.82,20.9,0.41,0.54,-40.4,0.29,-24.3,39.6,15.4,56928.0,3051.0,435987.0,1304.0,268983.0,8237.0,16390.0,23887.0,19660.0,42,186,0,285,29.0,1.2,0.1,0.03,0.25,grid,,,
OR.PA,PMCC,450127.0,355.8,10.33,14.0,0.43,0.59,-21.5,0.48,-11.9,36.7,15.4,0.0,101253.0,636453.0,46313.0,437533.0,9266.0,70296.0,0.0,0.0,63,196,12,235,64386.0,1.2,0.1,0.03,0.35,grid,,,
OR.PA,CoveredCall,717286.0,618.7,13.63,19.1,0.51,0.64,-34.9,0.39,-18.9,38.9,15.4,74186.0,3035.0,876123.0,5226.0,653039.0,10635.0,28363.0,42639.0,30089.0,65,186,0,369,26.0,1.2,0.1,0.03,0.35,grid,,,
AIR.PA,PMCC,883187.0,790.4,17.21,23.2,0.59,0.89,-43.3,0.4,-16.1,71.1,13.8,0.0,135100.0,661165.0,41655.0,383800.0,45591.0,104138.0,0.0,0.0,20,174,11,209,43453.0,vix,0.0,0.01,0.2,grid,,,
AIR.PA,CoveredCall,1225666.0,1130.8,20.0,32.7,0.57,0.74,-64.5,0.31,-34.5,99.6,13.8,71449.0,1022.0,718881.0,2379.0,479035.0,39613.0,67908.0,23348.0,23781.0,21,166,0,368,5.0,vix,0.0,0.01,0.2,grid,,,
AIR.PA,PMCC,975022.0,883.0,18.06,21.5,0.65,0.92,-40.5,0.45,-17.4,71.4,13.8,0.0,149170.0,1064021.0,61325.0,732684.0,50288.0,114846.0,0.0,0.0,36,174,11,209,38994.0,vix,0.0,0.01,0.25,grid,,,
AIR.PA,CoveredCall,1532023.0,1438.4,21.96,30.9,0.63,0.79,-57.6,0.38,-33.1,105.0,13.8,87268.0,1261.0,1296121.0,0.0,960695.0,47360.0,81189.0,44406.0,42147.0,36,166,0,388,7.0,vix,0.0,0.01,0.25,grid,,,
AIR.PA,PMCC,972149.0,880.1,18.03,19.1,0.7,0.94,-34.9,0.52,-10.8,71.3,13.8,0.0,162699.0,1732846.0,99189.0,1459498.0,55202.0,125865.0,0.0,0.0,52,174,11,209,41172.0,vix,0.0,0.01,0.35,grid,,,
AIR.PA,CoveredCall,1369255.0,1275.0,20.97,28.7,0.63,0.75,-54.8,0.38,-30.1,99.3,13.8,88148.0,1523.0,1924430.0,5091.0,1791314.0,48888.0,83808.0,65042.0,59018.0,57,166,0,429,4.0,vix,0.0,0.01,0.35,grid,,,
AIR.PA,PMCC,814505.0,724.3,16.56,23.3,0.56,0.84,-44.0,0.38,-16.5,70.1,13.8,0.0,127970.0,632657.0,39751.0,364844.0,43902.0,132566.0,0.0,0.0,20,174,11,209,43177.0,vix,0.0,0.02,0.2,grid,,,
AIR.PA,CoveredCall,1225666.0,1130.8,20.0,32.7,0.57,0.74,-64.5,0.31,-34.5,99.6,13.8,71449.0,1022.0,718881.0,2379.0,479035.0,39613.0,67908.0,23348.0,23781.0,21,166,0,368,5.0,vix,0.0,0.02,0.2,grid,,,
AIR.PA,PMCC,908180.0,819.1,17.48,21.6,0.62,0.88,-40.9,0.43,-17.6,71.3,13.8,0.0,142927.0,1026456.0,59039.0,703690.0,48839.0,147498.0,0.0,0.0,36,174,11,209,38228.0,vix,0.0,0.02,0.25,grid,,,
AIR.PA,CoveredCall,1532023.0,1438.4,21.96,30.9,0.63,0.79,-57.6,0.38,-33.1,105.0,13.8,87268.0,1261.0,1296121.0,0.0,960695.0,47360.0,81189.0,44406.0,42147.0,36,166,0,388,7.0,vix,0.0,0.02,0.25,grid,,,
AIR.PA,PMCC,902461.0,813.3,17.43,19.3,0.67,0.9,-35.4,0.49,-11.3,71.1,13.8,0.0,155299.0,1671794.0,95249.0,1403141.0,53616.0,161853.0,0.0,0.0,52,174,11,209,40355.0,vix,0.0,0.02,0.35,grid,,,
AIR.PA,CoveredCall,1369254.0,1275.0,20.97,28.7,0.63,0.75,-54.8,0.38,-30.1,99.3,13.8,88144.0,1522.0,1923990.0,4993.0,1791314.0,48883.0,84239.0,65042.0,59017.0,57,166,0,429,4.0,vix,0.0,0.02,0.35,grid,,,
AIR.PA,PMCC,754249.0,666.2,15.94,23.5,0.54,0.8,-44.5,0.36,-16.8,69.9,13.8,0.0,122131.0,606973.0,38091.0,347157.0,42427.0,158736.0,0.0,0.0,20,174,11,209,42429.0,vix,0.0,0.03,0.2,grid,,,
AIR.PA,CoveredCall,1225612.0,1130.7,20.0,32.7,0.57,0.74,-64.5,0.31,-34.5,99.6,13.8,71449.0,1021.0,718827.0,2379.0,479035.0,39613.0,67962.0,23348.0,23781.0,21,166,0,368,5.0,vix,0.0,0.03,0.2,grid,,,
AIR.PA,PMCC,836720.0,750.0,16.82,21.8,0.6,0.84,-41.6,0.4,-18.1,70.3,13.8,0.0,135436.0,981885.0,56276.0,669917.0,47044.0,176455.0,0.0,0.0,36,174,11,209,38024.0,vix,0.0,0.03,0.25,grid,,,
AIR.PA,CoveredCall,1525622.0,1432.0,21.93,30.9,0.63,0.79,-57.6,0.38,-33.1,105.0,13.8,87262.0,1258.0,1295314.0,4764.0,960882.0,47628.0,82540.0,44388.0,42110.0,36,166,0,392,7.0,vix,0.0,0.03,0.25,grid,,,
AIR.PA,PMCC,829342.0,742.5,16.74,19.5,0.64,0.84,-35.6,0.47,-11.6,70.2,13.8,0.0,147428.0,1599581.0,90968.0,1342296.0,51725.0,197453.0,0.0,0.0,52,174,11,209,40134.0,vix,0.0,0.03,0.35,grid,,,
AIR.PA,CoveredCall,1363094.0,1268.8,20.93,28.8,0.63,0.75,-54.8,0.38,-30.1,99.3,13.8,88026.0,1482.0,1916453.0,3035.0,1788481.0,48746.0,89325.0,64958.0,58892.0,57,166,0,429,5.0,vix,0.0,0.03,0.35,grid,,,
AIR.PA,PMCC,513500.0,417.7,12.69,23.8,0.42,0.61,-52.7,0.24,-25.7,68.0,13.8,0.0,96410.0,454621.0,26407.0,377910.0,35886.0,80820.0,0.0,0.0,27,173,11,208,39669.0,vix,0.1,0.01,0.2,grid,,,
AIR.PA,CoveredCall,762769.0,666.0,15.94,31.9,0.47,0.6,-66.3,0.24,-37.5,95.7,13.8,54706.0,981.0,503558.0,577.0,479325.0,32070.0,54978.0,20436.0,17976.0,27,166,0,361,10.0,vix,0.1,0.01,0.2,grid,,,
AIR.PA,PMCC,660608.0,566.1,14.77,22.0,0.51,0.72,-48.1,0.31,-21.8,68.9,13.8,0.0,113624.0,776894.0,40794.0,603168.0,40885.0,92819.0,0.0,0.0,38,173,11,208,34700.0,vix,0.1,0.01,0.25,grid,,,
AIR.PA,CoveredCall,1119263.0,1023.9,19.21,30.5,0.57,0.7,-60.7,0.32,-34.0,102.5,13.8,72042.0,1111.0,991815.0,1583.0,836835.0,40700.0,69771.0,38949.0,37013.0,38,166,0,387,6.0,vix,0.1,0.01,0.25,grid,,,
AIR.PA,PMCC,723614.0,629.6,15.53,19.6,0.59,0.77,-40.8,0.38,-15.9,66.8,13.8,0.0,125876.0,1328354.0,70375.0,1147203.0,44959.0,102503.0,0.0,0.0,54,173,11,208,36922.0,vix,0.1,0.01,0.35,grid,,,
AIR.PA,CoveredCall,1019177.0,923.4,18.41,28.3,0.57,0.65,-57.6,0.32,-32.6,86.0,13.8,69074.0,1274.0,1470409.0,1927.0,1403861.0,39282.0,67341.0,51456.0,44073.0,59,166,0,425,10.0,vix,0.1,0.01,0.35,grid,,,
AIR.PA,PMCC,472636.0,378.4,12.04,24.0,0.39,0.57,-53.4,0.23,-26.2,67.9,13.8,0.0,91663.0,437745.0,25424.0,360477.0,34753.0,102505.0,0.0,0.0,27,173,11,208,38921.0,vix,0.1,0.02,0.2,grid,,,
AIR.PA,CoveredCall,762769.0,666.0,15.94,31.9,0.47,0.6,-66.3,0.24,-37.5,95.7,13.8,54706.0,981.0,503558.0,577.0,479325.0,32070.0,54978.0,20436.0,17976.0,27,166,0,361,10.0,vix,0.1,0.02,0.2,grid,,,
AIR.PA,PMCC,607814.0,515.2,14.11,22.2,0.49,0.68,-48.7,0.29,-22.2,67.9,13.8,0.0,107928.0,743763.0,39039.0,573840.0,39417.0,117786.0,0.0,0.0,38,173,11,208,34514.0,vix,0.1,0.02,0.25,grid,,,
AIR.PA,CoveredCall,1119263.0,1023.9,19.21,30.5,0.57,0.7,-60.7,0.32,-34.0,102.5,13.8,72042.0,1111.0,991815.0,1583.0,836835.0,40700.0,69771.0,38949.0,37013.0,38,166,0,387,6.0,vix,0.1,0.02,0.25,grid,,,
AIR.PA,PMCC,663545.0,571.6,14.84,19.8,0.55,0.72,-41.6,0.36,-16.4,65.9,13.8,0.0,119140.0,1269608.0,67050.0,1092023.0,43318.0,130763.0,0.0,0.0,54,173,11,208,36719.0,vix,0.1,0.02,0.35,grid,,,
AIR.PA,CoveredCall,1019188.0,923.5,18.41,28.3,0.57,0.65,-57.6,0.32,-32.6,86.0,13.8,69066.0,1274.0,1469542.0,1766.0,1403459.0,39266.0,67900.0,51446.0,44057.0,59,166,0,428,10.0,vix,0.1,0.02,0.35,grid,,,
AIR.PA,PMCC,431270.0,338.2,11.33,24.2,0.37,0.53,-53.9,0.21,-26.5,66.8,13.8,0.0,86737.0,418468.0,24323.0,341161.0,33425.0,121345.0,0.0,0.0,27,173,11,208,38673.0,vix,0.1,0.03,0.2,grid,,,
AIR.PA,CoveredCall,762769.0,666.0,15.94,31.9,0.47,0.6,-66.3,0.24,-37.5,95.7,13.8,54706.0,981.0,503558.0,577.0,479325.0,32070.0,54978.0,20436.0,17976.0,27,166,0,361,10.0,vix,0.1,0.03,0.2,grid,,,
AIR.PA,PMCC,561861.0,470.9,13.49,22.4,0.46,0.64,-49.3,0.27,-22.7,67.8,13.8,0.0,103013.0,717700.0,37600.0,551091.0,38278.0,141407.0,0.0,0.0,38,173,11,208,33757.0,vix,0.1,0.03,0.25,grid,,,
AIR.PA,CoveredCall,1119296.0,1024.0,19.21,30.5,0.57,0.7,-60.7,0.32,-34.0,102.5,13.8,72035.0,1101.0,991549.0,1124.0,836835.0,40665.0,69978.0,38950.0,37014.0,38,166,0,387,6.0,vix,0.1,0.03,0.25,grid,,,
AIR.PA,PMCC,609763.0,519.6,14.17,20.0,0.52,0.67,-42.1,0.34,-16.7,65.7,13.8,0.0,113560.0,1218932.0,64248.0,1048338.0,41976.0,159575.0,0.0,0.0,54,173,11,208,35910.0,vix,0.1,0.03,0.35,grid,,,
AIR.PA,CoveredCall,1012886.0,917.1,18.35,28.3,0.56,0.65,-57.6,0.32,-32.6,86.0,13.8,68987.0,1289.0,1464281.0,2385.0,1402005.0,39296.0,71863.0,51400.0,43988.0,59,166,0,427,7.0,vix,0.1,0.03,0.35,grid,,,
AIR.PA,PMCC,390727.0,293.9,10.47,23.8,0.34,0.48,-49.8,0.21,-20.6,60.2,13.8,0.0,86307.0,326055.0,14768.0,384308.0,31120.0,66034.0,0.0,0.0,36,172,11,206,39301.0,1.0,0.0,0.01,0.2,grid,,,
AIR.PA,CoveredCall,415043.0,316.8,10.93,32.0,0.34,0.43,-68.7,0.16,-38.9,87.1,13.8,36676.0,916.0,293914.0,509.0,353617.0,23440.0,40182.0,17017.0,12730.0,36,166,0,333,6.0,1.0,0.0,0.01,0.2,grid,,,
AIR.PA,PMCC,393656.0,296.8,10.53,22.5,0.35,0.47,-45.7,0.23,-15.8,63.7,13.8,0.0,93045.0,486969.0,23365.0,578012.0,33590.0,71283.0,0.0,0.0,45,172,11,206,41611.0,1.0,0.0,0.01,0.25,grid,,,
AIR.PA,CoveredCall,417073.0,318.8,10.96,30.8,0.34,0.42,-64.9,0.17,-33.1,89.9,13.8,39728.0,946.0,442044.0,1471.0,547556.0,25434.0,43602.0,23975.0,18794.0,47,166,0,379,6.0,1.0,0.0,0.01,0.25,grid,,,
AIR.PA,PMCC,373022.0,276.0,10.1,19.8,0.35,0.45,-39.7,0.25,-16.9,55.5,13.8,0.0,90809.0,774765.0,43817.0,890466.0,33187.0,70571.0,0.0,0.0,61,172,11,206,42035.0,1.0,0.0,0.01,0.35,grid,,,
AIR.PA,CoveredCall,334111.0,235.5,9.19,28.2,0.29,0.34,-63.4,0.14,-32.4,58.4,13.8,33117.0,1013.0,601552.0,3373.0,730575.0,21413.0,36708.0,26134.0,16949.0,67,166,0,407,14.0,1.0,0.0,0.01,0.35,grid,,,
AIR.PA,PMCC,361181.0,265.4,9.87,23.9,0.32,0.45,-50.4,0.2,-21.0,59.3,13.8,0.0,82489.0,313283.0,14195.0,367441.0,30112.0,81070.0,0.0,0.0,36,172,11,206,39132.0,1.0,0.0,0.02,0.2,grid,,,
AIR.PA,CoveredCall,415043.0,316.8,10.93,32.0,0.34,0.43,-68.7,0.16,-38.9,87.1,13.8,36676.0,916.0,293914.0,509.0,353617.0,23440.0,40182.0,17017.0,12730.0,36,166,0,333,6.0,1.0,0.0,0.02,0.2,grid,,,
AIR.PA,PMCC,367355.0,271.7,10.01,22.7,0.33,0.44,-46.1,0.22,-16.4,63.6,13.8,0.0,89569.0,472061.0,22578.0,557574.0,32783.0,88369.0,0.0,0.0,45,172,11,206,40916.0,1.0,0.0,0.02,0.25,grid,,,
AIR.PA,CoveredCall,417073.0,318.8,10.96,30.8,0.34,0.42,-64.9,0.17,-33.1,89.9,13.8,39728.0,946.0,442044.0,1471.0,547556.0,25434.0,43602.0,23975.0,18794.0,47,166,0,379,6.0,1.0,0.0,0.02,0.25,grid,,,
AIR.PA,PMCC,345966.0,250.0,9.53,20.0,0.32,0.41,-40.2,0.24,-17.5,55.3,13.8,0.0,87096.0,747652.0,42093.0,856568.0,32274.0,87275.0,0.0,0.0,61,172,11,206,41299.0,1.0,0.0,0.02,0.35,grid,,,
AIR.PA,CoveredCall,334060.0,235.5,9.19,28.2,0.29,0.34,-63.4,0.14,-32.4,58.4,13.8,33117.0,1013.0,601502.0,3373.0,730575.0,21413.0,36758.0,26134.0,16949.0,67,166,0,407,14.0,1.0,0.0,0.02,0.35,grid,,,
AIR.PA,PMCC,334419.0,239.6,9.29,24.1,0.29,0.41,-50.9,0.18,-21.4,59.2,13.8,0.0,79046.0,302113.0,13684.0,352106.0,29232.0,95021.0,0.0,0.0,36,172,11,206,38453.0,1.0,0.0,0.03,0.2,grid,,,
AIR.PA,CoveredCall,415043.0,316.8,10.93,32.0,0.34,0.43,-68.7,0.16,-38.9,87.1,13.8,36676.0,916.0,293914.0,509.0,353617.0,23440.0,40182.0,17017.0,12730.0,36,166,0,333,6.0,1.0,0.0,0.03,0.2,grid,,,
AIR.PA,PMCC,342069.0,247.3,9.47,22.9,0.3,0.41,-46.5,0.2,-17.1,63.5,13.8,0.0,86060.0,458011.0,21759.0,538516.0,32002.0,104322.0,0.0,0.0,45,172,11,206,40222.0,1.0,0.0,0.03,0.25,grid,,,
AIR.PA,CoveredCall,417055.0,318.8,10.96,30.8,0.34,0.42,-64.9,0.17,-33.1,89.9,13.8,39728.0,946.0,442027.0,1471.0,547556.0,25434.0,43619.0,23975.0,18794.0,47,166,0,379,6.0,1.0,0.0,0.03,0.25,grid,,,
AIR.PA,PMCC,317237.0,222.1,8.87,20.2,0.29,0.37,-41.2,0.22,-18.2,54.6,13.8,0.0,82879.0,716969.0,40245.0,819638.0,31194.0,102817.0,0.0,0.0,61,172,11,206,41134.0,1.0,0.0,0.03,0.35,grid,,,
AIR.PA,CoveredCall,333553.0,234.9,9.18,28.2,0.29,0.34,-63.4,0.14,-32.4,58.4,13.8,33116.0,1002.0,600795.0,3373.0,730575.0,21413.0,37465.0,26133.0,16949.0,67,166,0,407,10.0,1.0,0.0,0.03,0.35,grid,,,
AIR.PA,PMCC,249333.0,151.4,6.92,24.0,0.21,0.28,-54.3,0.13,-23.3,58.8,13.8,0.0,67198.0,244306.0,10736.0,353111.0,25688.0,54287.0,0.0,0.0,42,170,11,204,36161.0,1.0,0.1,0.01,0.2,grid,,,
AIR.PA,CoveredCall,289128.0,190.3,8.05,31.4,0.26,0.32,-70.0,0.11,-40.1,87.9,13.8,30743.0,877.0,231698.0,650.0,342651.0,20365.0,34911.0,16375.0,11703.0,43,166,0,323,8.0,1.0,0.1,0.01,0.2,grid,,,
AIR.PA,PMCC,211990.0,113.7,5.67,22.9,0.16,0.21,-53.5,0.11,-22.2,51.5,13.8,0.0,61496.0,321938.0,17897.0,442680.0,24182.0,50907.0,0.0,0.0,49,170,11,204,34038.0,1.0,0.1,0.01,0.25,grid,,,
AIR.PA,CoveredCall,234621.0,135.6,6.42,29.9,0.21,0.25,-68.2,0.09,-38.7,73.2,13.8,27299.0,853.0,295701.0,534.0,424368.0,18442.0,31614.0,17075.0,11033.0,52,166,0,351,8.0,1.0,0.1,0.01,0.25,grid,,,
AIR.PA,PMCC,239884.0,141.8,6.63,20.4,0.19,0.24,-47.1,0.14,-18.8,50.2,13.8,0.0,66138.0,549450.0,29020.0,681229.0,25746.0,54614.0,0.0,0.0,62,170,11,204,35777.0,1.0,0.1,0.01,0.35,grid,,,
AIR.PA,CoveredCall,244294.0,145.3,6.74,27.6,0.21,0.24,-65.4,0.1,-34.3,57.6,13.8,27097.0,984.0,468040.0,2176.0,608118.0,18092.0,31014.0,21414.0,12705.0,68,166,0,403,12.0,1.0,0.1,0.01,0.35,grid,,,
AIR.PA,PMCC,228875.0,131.6,6.29,24.2,0.18,0.25,-54.8,0.11,-23.7,57.9,13.8,0.0,64131.0,234741.0,10360.0,337067.0,24882.0,66502.0,0.0,0.0,42,170,11,204,36007.0,1.0,0.1,0.02,0.2,grid,,,
