y,x,corr,eg_pvalue,eg_tstat,beta,half_life,hurst,n_obs
SCHW,STI,0.7321735650205499,0.003676358327478817,-4.1977665854719755,1.2092464921713861,24.54282800281739,0.3444700846988982,1259
MTB,BAC,0.7257078790317055,0.004207984505575863,-4.158813200639939,0.6171328853772423,25.62832548292923,0.42886083791159957,1259
TMK,STI,0.7285365509742148,0.00449200552066608,-4.1398135130482,0.9505004518304416,25.130129413789486,0.36892292379996233,1259
BDX,SYK,0.6169355711642516,0.004547407493183303,-4.136235741324701,0.9603973388641373,26.460347172981542,0.3861625416048845,1259
COF,LNC,0.6395492455057805,0.004797155511800633,-4.120585519089571,0.5391432576240671,25.564830164936406,0.37422774152299443,1259
K,CPB,0.6131011467669752,0.005324173147377738,-4.089860071724813,0.5619494211681082,21.676462238826815,0.4076089543051631,1259
PBCT,TMK,0.663652007082053,0.00583225306862598,-4.062753908856432,0.45778530163949166,26.03026812352556,0.41795571372910345,1259
BBT,BAC,0.7573749815741367,0.005839725566042508,-4.0623715007415875,0.5256122561036519,26.646797454365263,0.4012606180843933,1259
MMC,CB,0.6720645188082653,0.005961967145574188,-4.056177954200166,1.3592000874049726,27.745523785179866,0.37754965558861575,1259
NTRS,PNC,0.7275660651047056,0.0071633730923701166,-4.000761553204471,0.8177943801777591,26.32747047504788,0.4146657912071707,1259
